date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2023-01-09,Shanghai,Los Angeles,Iron Ore,2832.58,1789.86,70.83,103.84,91.49,0,23.4,100.0
2023-01-10,Mumbai,Dubai,Steel,1985.47,1789.0,71.04,104.19,95.09,1,49.52,100.64
2023-01-11,Singapore,Rotterdam,Iron Ore,3025.86,1799.2,71.34,104.69,110.92,0,31.84,99.77
2023-01-12,Mumbai,Dubai,Iron Ore,2300.92,1798.86,71.3,105.24,110.26,1,31.83,102.38
2023-01-13,Singapore,Rotterdam,Iron Ore,2897.3,1802.55,71.57,105.48,102.55,1,35.93,101.41
2023-01-14,Mumbai,Dubai,Steel,1847.0,1804.22,71.62,105.64,110.7,0,43.39,101.56
2023-01-15,Mumbai,Rotterdam,Coal,2059.03,1807.69,71.94,106.2,101.75,1,28.78,99.12
2023-01-16,Mumbai,Rotterdam,Coal,2264.39,1811.68,71.99,106.14,101.5,1,36.77,102.84
2023-01-17,Mumbai,Rotterdam,Steel,2526.28,1815.55,72.3,106.5,103.17,0,49.95,96.92
2023-01-18,Mumbai,Rotterdam,Iron Ore,2680.95,1830.43,72.66,106.4,102.42,0,79.04,102.47
2023-01-19,Shanghai,Rotterdam,Coal,2760.8,1829.76,72.98,106.91,102.13,0,47.16,102.69
2023-01-20,Mumbai,Rotterdam,Steel,2735.28,1839.64,73.22,107.09,109.09,2,42.24,100.7
2023-01-21,Shanghai,Los Angeles,Coal,2625.35,1857.46,73.38,107.65,104.29,0,34.49,103.32
2023-01-22,Shanghai,Los Angeles,Steel,3059.29,1861.37,73.48,108.02,107.26,0,40.47,101.38
2023-01-23,Shanghai,Rotterdam,Iron Ore,3413.48,1863.59,73.89,107.95,109.01,0,34.76,101.64
2023-01-24,Mumbai,Rotterdam,Coal,2148.83,1869.66,73.98,108.54,105.95,0,53.55,102.11
2023-01-25,Mumbai,Rotterdam,Steel,2382.83,1886.94,74.01,109.17,99.32,0,43.26,106.45
2023-01-26,Mumbai,Rotterdam,Coal,2327.03,1896.28,74.3,109.62,97.56,1,61.62,103.75
2023-01-27,Mumbai,Dubai,Coal,1848.4,1899.76,74.36,109.66,105.22,0,35.28,102.84
2023-01-28,Singapore,Rotterdam,Coal,2862.91,1911.28,74.4,109.82,103.78,1,67.88,100.48
2023-01-29,Mumbai,Dubai,Coal,1980.44,1910.05,74.37,110.08,105.22,1,45.5,102.13
2023-01-30,Singapore,Rotterdam,Steel,2474.87,1923.02,74.48,110.13,104.85,0,25.43,100.75
2023-01-31,Mumbai,Rotterdam,Iron Ore,2792.22,1933.74,74.64,110.78,118.0,0,72.66,103.27
2023-02-01,Mumbai,Rotterdam,Steel,2208.28,1938.64,74.86,111.03,98.58,1,20.63,102.3
2023-02-02,Mumbai,Dubai,Steel,2214.04,1939.22,75.18,110.58,95.43,2,44.92,100.46
2023-02-03,Mumbai,Dubai,Steel,2082.09,1939.34,75.43,110.88,107.18,0,30.59,102.33
2023-02-04,Singapore,Rotterdam,Iron Ore,3405.03,1950.75,75.57,111.0,103.78,0,77.62,100.99
2023-02-05,Shanghai,Los Angeles,Coal,2791.03,1967.63,75.71,111.2,107.38,0,67.1,102.55
2023-02-06,Singapore,Rotterdam,Coal,2937.16,1969.49,75.95,111.31,108.86,1,70.41,101.09
2023-02-07,Mumbai,Dubai,Coal,2076.93,1980.03,76.31,111.72,112.5,1,43.04,102.47
2023-02-08,Mumbai,Dubai,Iron Ore,2322.86,1970.12,76.49,112.2,98.68,0,76.39,103.61
2023-02-09,Shanghai,Rotterdam,Coal,2879.88,1972.13,76.58,112.48,103.57,1,53.53,102.46
2023-02-10,Mumbai,Dubai,Iron Ore,2405.75,1978.48,76.59,112.59,108.63,0,54.66,102.01
2023-02-11,Shanghai,Rotterdam,Coal,3231.59,1977.7,76.53,112.77,110.46,1,50.7,102.95
2023-02-12,Shanghai,Los Angeles,Coal,2990.09,1976.61,76.78,112.97,117.71,0,39.26,103.74
2023-02-13,Singapore,Rotterdam,Steel,3003.97,1977.58,77.02,112.96,111.65,0,36.22,101.09
2023-02-14,Singapore,Rotterdam,Iron Ore,3135.81,1986.12,77.26,113.29,106.71,0,36.86,103.19
2023-02-15,Shanghai,Rotterdam,Steel,3338.41,1990.71,77.38,113.59,102.66,0,49.13,104.82
2023-02-16,Singapore,Rotterdam,Steel,2924.51,1978.8,77.74,114.15,104.41,0,45.51,103.75
2023-02-17,Mumbai,Dubai,Steel,2059.22,1967.72,77.81,114.64,104.39,0,39.53,103.03
2023-02-18,Mumbai,Rotterdam,Iron Ore,2714.79,1968.64,78.09,114.64,110.74,0,62.64,103.95
2023-02-19,Shanghai,Rotterdam,Iron Ore,3298.54,1977.97,78.22,115.02,108.86,0,0.0,103.71
2023-02-20,Singapore,Rotterdam,Coal,2622.85,1961.55,78.26,114.95,101.07,0,47.65,104.21
2023-02-21,Shanghai,Rotterdam,Steel,3452.26,1962.99,78.48,115.29,105.62,1,58.77,100.08
2023-02-22,Shanghai,Rotterdam,Coal,2953.93,1964.11,78.67,115.32,112.29,1,65.2,100.83
2023-02-23,Mumbai,Rotterdam,Steel,2592.89,1980.42,78.85,115.22,109.77,0,39.03,104.71
2023-02-24,Mumbai,Dubai,Iron Ore,2168.04,1982.43,78.98,115.44,110.95,0,43.12,100.99
2023-02-25,Shanghai,Rotterdam,Iron Ore,3794.23,1990.46,79.1,114.92,110.13,0,54.79,103.89
2023-02-26,Singapore,Rotterdam,Iron Ore,3807.63,1996.44,79.57,114.63,116.44,2,78.37,102.8
2023-02-27,Shanghai,Los Angeles,Steel,3365.51,1984.12,79.86,114.73,109.58,2,51.49,101.87
2023-02-28,Shanghai,Rotterdam,Iron Ore,3664.37,1994.87,80.08,114.88,106.56,0,44.0,103.92
2023-03-01,Shanghai,Rotterdam,Steel,3603.76,2001.07,80.21,114.93,104.01,2,81.18,103.74
2023-03-02,Mumbai,Rotterdam,Coal,2330.04,2009.48,80.46,114.66,109.92,1,16.14,106.63
2023-03-03,Mumbai,Dubai,Steel,2305.66,2045.11,80.64,114.58,96.55,1,37.65,102.56
2023-03-04,Shanghai,Los Angeles,Coal,2672.22,2032.53,80.74,114.8,107.92,0,61.99,105.7
2023-03-05,Singapore,Rotterdam,Steel,3093.73,2050.29,80.79,115.07,107.89,0,56.39,104.1
2023-03-06,Shanghai,Los Angeles,Coal,2901.94,2051.82,80.87,115.18,102.17,0,47.84,102.61
2023-03-07,Singapore,Rotterdam,Iron Ore,3263.83,2057.81,80.48,115.58,104.43,0,33.27,104.83
2023-03-08,Mumbai,Dubai,Coal,2126.63,2061.01,80.6,115.79,113.19,0,26.77,104.5
2023-03-09,Singapore,Rotterdam,Iron Ore,3200.21,2061.04,80.61,115.7,110.36,0,31.13,103.74
2023-03-10,Mumbai,Rotterdam,Iron Ore,2966.41,2059.77,80.93,115.73,109.78,0,63.22,104.11
2023-03-11,Mumbai,Rotterdam,Coal,2178.49,2065.56,81.01,115.47,110.87,0,30.57,102.84
2023-03-12,Mumbai,Rotterdam,Steel,2816.49,2056.44,80.9,115.54,109.86,0,41.52,102.52
2023-03-13,Mumbai,Rotterdam,Steel,2603.82,2065.32,80.96,115.9,115.67,0,28.69,104.92
2023-03-14,Shanghai,Los Angeles,Steel,3530.58,2064.72,80.87,116.15,110.13,2,68.64,103.47
2023-03-15,Mumbai,Dubai,Steel,2271.68,2058.27,81.0,116.58,102.27,1,39.92,103.7
2023-03-16,Singapore,Rotterdam,Steel,3175.83,2057.13,81.11,116.58,117.76,0,38.54,104.26
2023-03-17,Singapore,Rotterdam,Iron Ore,3274.13,2069.5,81.31,116.99,111.51,0,14.75,104.26
2023-03-18,Mumbai,Rotterdam,Steel,2810.2,2067.38,81.24,117.0,106.75,0,15.8,101.74
2023-03-19,Mumbai,Rotterdam,Iron Ore,2939.23,2072.27,81.29,117.43,103.47,0,40.12,105.82
2023-03-20,Shanghai,Rotterdam,Iron Ore,3686.22,2068.31,81.13,117.48,111.76,1,28.12,104.09
2023-03-21,Mumbai,Dubai,Iron Ore,2553.09,2076.11,81.28,117.71,109.23,0,71.58,103.62
2023-03-22,Shanghai,Los Angeles,Coal,2770.81,2083.18,81.4,118.13,117.71,0,9.08,104.58
2023-03-23,Singapore,Rotterdam,Coal,2720.05,2099.41,81.51,118.12,108.14,1,36.0,104.3
2023-03-24,Shanghai,Rotterdam,Iron Ore,3702.2,2099.31,81.54,118.22,105.71,0,40.25,105.11
2023-03-25,Shanghai,Rotterdam,Coal,3150.83,2105.81,81.63,118.57,114.4,0,34.52,104.78
2023-03-26,Singapore,Rotterdam,Steel,2991.86,2107.6,81.89,118.57,114.57,0,23.44,105.05
2023-03-27,Shanghai,Los Angeles,Steel,3107.46,2118.83,81.87,118.27,110.8,0,25.63,106.01
2023-03-28,Shanghai,Rotterdam,Iron Ore,3808.61,2113.79,81.91,118.82,113.35,0,25.14,105.31
2023-03-29,Shanghai,Rotterdam,Steel,3250.31,2120.31,81.76,118.72,109.8,0,35.7,103.75
2023-03-30,Mumbai,Dubai,Iron Ore,2429.12,2119.17,81.64,118.77,111.16,0,69.28,102.31
2023-03-31,Shanghai,Los Angeles,Iron Ore,3657.16,2118.92,81.66,119.07,115.82,1,49.17,106.5
2023-04-01,Shanghai,Rotterdam,Steel,3393.33,2119.78,81.83,118.92,113.13,0,57.74,103.64
2023-04-02,Shanghai,Los Angeles,Coal,3168.25,2121.77,81.79,118.67,109.15,1,55.6,103.29
2023-04-03,Singapore,Rotterdam,Steel,3234.61,2120.66,81.75,118.73,116.76,0,56.71,101.39
2023-04-04,Mumbai,Rotterdam,Steel,2438.65,2122.06,81.68,118.27,98.17,0,0.0,104.5
2023-04-05,Shanghai,Rotterdam,Iron Ore,3896.94,2134.21,81.59,118.18,120.24,0,35.43,104.22
2023-04-06,Mumbai,Dubai,Iron Ore,2494.72,2141.47,81.62,118.23,101.44,0,59.61,101.71
2023-04-07,Singapore,Rotterdam,Iron Ore,3451.02,2147.66,81.37,118.14,106.82,0,31.42,104.66
2023-04-08,Shanghai,Los Angeles,Iron Ore,3920.86,2143.1,81.54,117.72,109.73,0,66.44,103.23
2023-04-09,Singapore,Rotterdam,Coal,3011.32,2134.93,81.42,118.09,109.18,1,70.26,108.0
2023-04-10,Shanghai,Rotterdam,Coal,3162.49,2141.36,81.5,118.08,114.92,0,32.96,103.1
2023-04-11,Shanghai,Los Angeles,Coal,2886.15,2147.02,81.28,118.4,104.57,0,32.45,103.29
2023-04-12,Mumbai,Rotterdam,Iron Ore,3249.67,2157.3,81.34,118.29,111.14,2,40.8,102.62
2023-04-13,Singapore,Rotterdam,Iron Ore,3205.42,2150.82,81.4,118.02,106.91,0,30.56,105.84
2023-04-14,Shanghai,Rotterdam,Iron Ore,3474.89,2147.2,81.42,118.03,111.24,0,21.51,103.35
2023-04-15,Mumbai,Dubai,Coal,2132.16,2132.15,81.22,117.92,109.4,1,54.43,102.8
2023-04-16,Shanghai,Los Angeles,Iron Ore,3348.18,2126.93,81.21,117.56,110.15,0,18.16,104.93
2023-04-17,Singapore,Rotterdam,Steel,3118.68,2132.68,80.98,117.86,106.89,0,49.06,101.78
2023-04-18,Singapore,Rotterdam,Steel,3136.44,2126.58,80.88,117.64,107.04,0,49.42,104.77
2023-04-19,Mumbai,Rotterdam,Iron Ore,2890.63,2129.2,80.98,117.1,110.98,0,15.08,106.49
2023-04-20,Mumbai,Rotterdam,Steel,2781.89,2125.03,81.03,117.35,114.21,0,63.25,104.64
2023-04-21,Mumbai,Dubai,Steel,2201.52,2124.83,80.97,117.14,106.44,0,47.7,104.73
2023-04-22,Mumbai,Dubai,Coal,2205.88,2112.72,80.75,116.9,105.03,2,67.25,105.05
2023-04-23,Shanghai,Rotterdam,Iron Ore,3718.27,2110.34,80.77,116.37,112.38,1,36.62,106.29
2023-04-24,Shanghai,Rotterdam,Iron Ore,3646.93,2083.21,80.7,116.71,109.09,0,49.34,105.51
2023-04-25,Mumbai,Dubai,Coal,1938.01,2078.37,80.27,116.29,113.33,0,56.9,104.33
2023-04-26,Mumbai,Dubai,Steel,2307.23,2061.85,80.31,116.2,104.58,1,46.52,105.0
2023-04-27,Shanghai,Los Angeles,Steel,3283.59,2067.89,80.22,116.32,100.14,0,70.03,102.29
2023-04-28,Mumbai,Rotterdam,Iron Ore,2985.78,2070.36,80.31,116.31,106.3,0,40.66,104.75
2023-04-29,Shanghai,Rotterdam,Steel,3286.2,2070.22,80.05,116.18,105.06,0,57.11,102.05
2023-04-30,Mumbai,Rotterdam,Coal,2460.38,2078.38,79.48,115.63,108.41,1,52.4,102.97
2023-05-01,Mumbai,Rotterdam,Coal,2603.95,2066.65,79.42,115.31,105.54,0,48.78,98.87
2023-05-02,Mumbai,Dubai,Iron Ore,2555.0,2076.36,79.36,115.23,112.34,3,38.93,104.06
2023-05-03,Shanghai,Los Angeles,Coal,2889.4,2079.42,79.0,114.9,107.11,0,45.57,102.45
2023-05-04,Singapore,Rotterdam,Coal,2577.45,2073.0,78.75,114.81,109.21,0,28.98,105.05
2023-05-05,Shanghai,Los Angeles,Iron Ore,3275.82,2077.44,79.05,114.84,109.16,0,27.3,103.93
2023-05-06,Shanghai,Los Angeles,Coal,3163.71,2063.82,78.89,114.94,109.25,0,66.16,104.99
2023-05-07,Mumbai,Rotterdam,Coal,2473.4,2052.33,78.88,114.49,108.05,1,44.79,101.64
2023-05-08,Shanghai,Los Angeles,Coal,3043.62,2042.44,78.66,114.89,110.63,2,40.95,104.79
2023-05-09,Shanghai,Rotterdam,Steel,3048.43,2033.08,78.22,114.92,103.99,0,34.61,106.35
2023-05-10,Mumbai,Rotterdam,Iron Ore,3044.7,2019.37,78.07,114.77,114.86,2,36.49,104.29
2023-05-11,Shanghai,Rotterdam,Iron Ore,3982.32,2023.79,77.9,114.88,106.58,1,69.51,104.29
2023-05-12,Singapore,Rotterdam,Iron Ore,3290.7,2016.23,77.71,115.3,101.09,0,29.56,103.31
2023-05-13,Mumbai,Rotterdam,Steel,2687.54,2013.46,77.56,114.78,108.48,0,47.94,102.23
2023-05-14,Singapore,Rotterdam,Steel,2948.89,2003.19,77.46,114.55,103.17,0,60.34,104.11
2023-05-15,Mumbai,Rotterdam,Iron Ore,2811.55,1982.8,77.3,113.78,110.63,0,32.5,100.66
2023-05-16,Mumbai,Dubai,Steel,2285.21,1979.04,76.97,113.65,118.24,0,47.98,102.25
2023-05-17,Shanghai,Los Angeles,Iron Ore,3071.65,1957.71,76.9,113.56,103.13,0,24.55,100.17
2023-05-18,Mumbai,Dubai,Steel,2170.66,1951.02,76.46,113.37,108.61,0,76.69,101.72
2023-05-19,Singapore,Rotterdam,Coal,2867.66,1933.83,76.0,113.02,98.04,1,62.05,103.69
2023-05-20,Shanghai,Los Angeles,Coal,2956.45,1943.39,75.96,112.31,108.96,1,45.11,103.44
2023-05-21,Mumbai,Rotterdam,Iron Ore,2514.89,1944.24,75.88,112.21,102.14,0,28.41,102.7
2023-05-22,Shanghai,Los Angeles,Steel,3085.86,1938.55,75.72,112.38,103.31,0,38.29,102.83
2023-05-23,Shanghai,Rotterdam,Steel,3119.91,1942.03,75.35,112.04,100.79,0,34.9,99.69
2023-05-24,Shanghai,Los Angeles,Coal,2976.58,1928.53,75.08,111.94,109.83,0,69.29,101.91
2023-05-25,Shanghai,Rotterdam,Coal,2705.46,1926.06,74.88,111.35,111.07,0,21.62,101.39
2023-05-26,Shanghai,Los Angeles,Steel,3079.98,1920.76,74.47,111.25,106.01,0,42.02,101.37
2023-05-27,Shanghai,Rotterdam,Steel,3178.91,1915.87,74.19,110.95,101.43,0,39.72,103.2
2023-05-28,Singapore,Rotterdam,Steel,2856.13,1918.98,74.12,110.54,113.56,0,38.24,100.95
2023-05-29,Mumbai,Dubai,Steel,2059.38,1917.67,74.16,110.14,101.72,0,38.37,101.28
2023-05-30,Mumbai,Rotterdam,Steel,2347.53,1912.74,73.93,109.82,94.51,0,38.26,99.0
2023-05-31,Shanghai,Los Angeles,Steel,3344.09,1892.18,73.86,109.7,107.47,1,61.1,101.63
2023-06-01,Mumbai,Dubai,Iron Ore,2455.18,1877.1,73.4,109.15,99.5,2,65.13,100.38
2023-06-02,Mumbai,Rotterdam,Steel,2380.25,1868.65,73.32,108.82,109.82,0,46.28,102.07
2023-06-03,Mumbai,Rotterdam,Coal,1941.05,1861.85,73.02,108.59,102.82,0,0.0,100.46
2023-06-04,Shanghai,Rotterdam,Iron Ore,3382.06,1845.2,72.88,108.09,107.59,0,44.5,101.99
2023-06-05,Singapore,Rotterdam,Steel,2759.75,1856.81,72.66,108.3,111.43,0,15.17,101.55
2023-06-06,Singapore,Rotterdam,Coal,2397.11,1861.19,72.67,107.86,98.22,0,49.69,104.21
2023-06-07,Mumbai,Dubai,Iron Ore,2476.12,1858.2,72.35,107.46,101.28,0,62.12,102.39
2023-06-08,Singapore,Rotterdam,Coal,2698.83,1850.91,72.26,106.98,103.57,2,42.11,98.82
2023-06-09,Shanghai,Los Angeles,Steel,2948.81,1841.28,72.03,107.19,111.48,0,36.07,99.62
2023-06-10,Singapore,Rotterdam,Steel,2793.67,1825.68,71.81,107.09,100.34,1,39.01,101.54
2023-06-11,Mumbai,Dubai,Steel,2053.18,1818.26,71.59,106.61,100.5,0,58.53,99.99
2023-06-12,Singapore,Rotterdam,Steel,2740.4,1812.23,71.27,106.64,105.7,0,41.43,96.87
2023-06-13,Shanghai,Los Angeles,Iron Ore,3338.4,1794.16,71.07,106.45,100.26,0,65.92,103.28
2023-06-14,Shanghai,Rotterdam,Iron Ore,3265.17,1788.64,70.87,106.27,103.75,0,46.21,102.27
2023-06-15,Mumbai,Dubai,Coal,1833.53,1779.17,70.7,105.94,95.06,0,43.64,101.91
2023-06-16,Shanghai,Rotterdam,Steel,2936.55,1755.64,70.52,105.5,113.73,0,41.02,100.15
2023-06-17,Shanghai,Rotterdam,Coal,2674.48,1740.44,70.44,105.34,95.75,0,52.27,101.64
2023-06-18,Shanghai,Rotterdam,Iron Ore,2912.12,1728.78,70.38,104.95,100.71,0,13.93,99.87
2023-06-19,Mumbai,Rotterdam,Steel,2410.95,1735.5,70.02,105.15,101.99,0,41.28,101.17
2023-06-20,Mumbai,Rotterdam,Steel,2447.09,1731.54,69.95,104.58,111.55,2,54.95,99.41
2023-06-21,Shanghai,Rotterdam,Iron Ore,3124.45,1712.41,69.57,104.71,95.19,0,50.88,103.0
2023-06-22,Mumbai,Dubai,Iron Ore,2082.08,1707.83,69.45,104.43,111.57,0,37.18,98.3
2023-06-23,Shanghai,Los Angeles,Iron Ore,2860.82,1686.96,69.34,104.25,105.26,0,24.42,102.44
2023-06-24,Shanghai,Los Angeles,Iron Ore,3194.65,1687.1,68.85,104.2,103.39,1,48.11,100.58
2023-06-25,Singapore,Rotterdam,Iron Ore,2678.88,1674.79,68.66,103.79,96.21,0,23.76,99.72
2023-06-26,Mumbai,Dubai,Steel,1908.17,1665.49,68.38,103.75,103.82,0,11.12,100.64
2023-06-27,Mumbai,Rotterdam,Iron Ore,2378.78,1667.53,68.06,102.82,97.18,0,50.91,101.42
2023-06-28,Shanghai,Rotterdam,Steel,2873.17,1648.65,68.06,102.38,106.96,0,48.69,102.3
2023-06-29,Singapore,Rotterdam,Steel,2467.82,1628.89,67.76,101.89,95.6,0,47.01,100.65
2023-06-30,Shanghai,Los Angeles,Iron Ore,3325.65,1615.62,67.43,101.32,99.71,2,75.54,98.78
2023-07-01,Mumbai,Rotterdam,Iron Ore,2430.41,1615.33,67.23,101.01,97.33,1,38.02,100.13
2023-07-02,Mumbai,Rotterdam,Steel,2019.05,1594.58,67.13,100.84,95.0,0,18.53,102.7
2023-07-03,Shanghai,Rotterdam,Iron Ore,3084.97,1563.32,66.9,100.76,103.47,0,38.95,101.93
2023-07-04,Shanghai,Los Angeles,Iron Ore,2736.66,1551.11,66.87,100.56,102.27,0,34.79,101.2
2023-07-05,Mumbai,Dubai,Iron Ore,1984.05,1546.94,66.74,100.14,105.46,0,27.37,100.96
2023-07-06,Mumbai,Rotterdam,Coal,1895.35,1547.96,66.21,99.98,90.35,1,46.8,100.75
2023-07-07,Shanghai,Rotterdam,Steel,2643.23,1535.68,65.93,99.75,104.4,0,30.83,101.37
2023-07-08,Mumbai,Dubai,Coal,1424.67,1523.83,65.64,99.73,111.43,0,12.46,98.88
2023-07-09,Shanghai,Los Angeles,Iron Ore,2666.45,1524.52,65.5,99.66,96.48,0,33.38,97.46
2023-07-10,Mumbai,Rotterdam,Coal,1931.85,1501.04,64.9,99.42,108.04,1,30.95,99.53
2023-07-11,Mumbai,Dubai,Iron Ore,2102.28,1489.43,65.08,98.94,97.08,0,43.47,98.13
2023-07-12,Mumbai,Dubai,Coal,1530.16,1482.48,64.96,98.52,91.36,0,30.16,97.71
2023-07-13,Mumbai,Dubai,Iron Ore,2125.62,1477.62,64.78,98.13,96.53,0,56.67,98.14
2023-07-14,Mumbai,Rotterdam,Coal,1979.01,1465.12,64.75,97.8,103.13,0,64.06,102.88
2023-07-15,Mumbai,Rotterdam,Coal,2018.94,1457.0,64.9,97.61,93.53,2,66.19,99.29
2023-07-16,Singapore,Rotterdam,Coal,2151.87,1428.74,64.83,97.54,94.55,0,16.73,99.56
2023-07-17,Shanghai,Los Angeles,Steel,2619.67,1415.15,64.78,97.28,100.35,0,62.58,97.12
2023-07-18,Shanghai,Rotterdam,Coal,2355.07,1410.5,64.6,97.03,97.24,0,63.64,96.12
2023-07-19,Mumbai,Dubai,Steel,1827.19,1394.4,64.38,96.82,99.98,1,48.28,97.59
2023-07-20,Singapore,Rotterdam,Iron Ore,2599.89,1386.67,64.11,96.45,98.08,0,59.84,100.91
2023-07-21,Shanghai,Rotterdam,Coal,2031.75,1382.1,63.79,95.97,99.13,0,31.72,99.19
2023-07-22,Singapore,Rotterdam,Iron Ore,2423.27,1371.25,63.49,95.29,94.4,0,12.01,99.52
2023-07-23,Mumbai,Rotterdam,Iron Ore,2205.64,1364.56,63.1,94.87,97.56,0,28.6,99.67
2023-07-24,Mumbai,Dubai,Coal,1822.44,1348.86,62.89,94.75,91.61,1,73.94,97.61
2023-07-25,Shanghai,Rotterdam,Steel,2526.48,1339.27,62.45,94.34,102.53,1,25.63,100.52
2023-07-26,Shanghai,Rotterdam,Coal,2176.65,1336.26,62.29,94.04,92.76,0,39.99,97.42
2023-07-27,Shanghai,Rotterdam,Iron Ore,2779.28,1329.69,62.1,93.92,101.42,0,40.51,100.42
2023-07-28,Shanghai,Rotterdam,Iron Ore,2969.89,1317.24,61.93,93.82,94.45,2,48.31,98.91
2023-07-29,Shanghai,Rotterdam,Coal,2329.52,1311.33,61.67,93.32,96.47,0,33.35,95.5
2023-07-30,Singapore,Rotterdam,Steel,2205.39,1309.42,61.95,93.34,92.84,0,41.08,97.0
2023-07-31,Mumbai,Dubai,Steel,1539.81,1285.46,61.97,93.4,90.08,0,31.57,95.39
2023-08-01,Mumbai,Rotterdam,Iron Ore,1860.43,1287.24,61.6,92.89,86.29,0,18.67,99.75
2023-08-02,Mumbai,Rotterdam,Iron Ore,2111.61,1277.13,61.46,92.46,89.58,0,43.23,97.91
2023-08-03,Mumbai,Rotterdam,Steel,1897.49,1273.2,61.19,92.54,93.09,1,64.1,94.54
2023-08-04,Mumbai,Rotterdam,Coal,1920.34,1275.51,60.87,92.28,95.63,1,61.04,98.39
2023-08-05,Singapore,Rotterdam,Iron Ore,2383.2,1257.36,60.49,91.51,99.48,0,27.85,96.96
2023-08-06,Shanghai,Los Angeles,Steel,2202.03,1244.58,60.39,90.95,92.05,0,21.23,95.49
2023-08-07,Mumbai,Dubai,Iron Ore,1678.97,1235.26,60.12,90.68,89.73,0,35.74,100.17
2023-08-08,Shanghai,Rotterdam,Coal,2336.07,1222.06,60.1,90.18,86.79,0,63.52,97.76
2023-08-09,Shanghai,Los Angeles,Steel,2373.37,1229.1,60.08,89.87,96.27,0,49.68,97.11
2023-08-10,Mumbai,Rotterdam,Iron Ore,2021.6,1215.5,60.13,89.68,100.65,0,50.56,96.89
2023-08-11,Shanghai,Los Angeles,Coal,2249.51,1204.4,59.84,89.84,99.93,2,69.35,95.17
2023-08-12,Mumbai,Dubai,Iron Ore,1720.42,1199.47,59.75,89.57,97.02,1,54.31,95.43
2023-08-13,Shanghai,Rotterdam,Coal,2136.95,1183.39,59.69,89.65,96.53,0,41.81,99.26
2023-08-14,Shanghai,Rotterdam,Coal,2043.48,1173.86,59.47,89.81,101.7,0,49.93,96.57
2023-08-15,Mumbai,Dubai,Steel,1596.17,1170.14,59.2,89.98,94.75,0,31.81,97.27
2023-08-16,Mumbai,Dubai,Coal,1594.04,1161.31,59.3,89.87,96.19,2,34.78,94.12
2023-08-17,Mumbai,Rotterdam,Iron Ore,1913.44,1154.5,59.18,89.2,91.24,0,50.84,95.16
2023-08-18,Shanghai,Rotterdam,Coal,2069.27,1144.32,59.14,89.13,85.91,0,58.57,98.0
2023-08-19,Shanghai,Los Angeles,Coal,1842.53,1126.36,58.87,89.22,89.19,0,23.23,97.61
2023-08-20,Singapore,Rotterdam,Steel,2295.52,1123.19,58.55,89.03,92.45,1,60.33,99.63
2023-08-21,Singapore,Rotterdam,Coal,2218.93,1131.61,58.33,89.3,92.68,1,73.21,98.97
2023-08-22,Mumbai,Dubai,Coal,1198.77,1126.24,58.18,89.35,101.9,0,39.97,96.56
2023-08-23,Mumbai,Rotterdam,Iron Ore,1940.59,1122.65,57.89,89.33,92.57,1,35.73,97.57
2023-08-24,Singapore,Rotterdam,Steel,2037.35,1122.91,57.76,89.44,97.95,0,41.85,96.35
2023-08-25,Shanghai,Rotterdam,Steel,1997.31,1107.59,57.39,89.37,89.78,0,31.74,99.86
2023-08-26,Mumbai,Dubai,Steel,1460.36,1116.16,57.1,88.59,90.29,1,38.75,98.46
2023-08-27,Shanghai,Los Angeles,Coal,2056.42,1112.86,57.08,88.32,85.11,1,54.5,96.96
2023-08-28,Mumbai,Dubai,Steel,1340.2,1121.11,57.05,88.47,87.94,0,15.94,96.96
2023-08-29,Shanghai,Los Angeles,Coal,1649.14,1110.57,56.88,88.13,94.2,0,18.34,98.79
2023-08-30,Mumbai,Dubai,Coal,1683.18,1120.56,56.62,87.94,91.51,1,48.29,97.46
2023-08-31,Mumbai,Dubai,Iron Ore,1724.49,1122.33,56.36,87.55,96.1,1,47.67,98.89
2023-09-01,Mumbai,Dubai,Iron Ore,1727.86,1122.45,56.2,87.86,92.2,1,53.15,93.23
2023-09-02,Shanghai,Los Angeles,Iron Ore,2326.74,1120.15,56.2,88.16,89.45,0,68.13,97.18
2023-09-03,Shanghai,Los Angeles,Iron Ore,2636.18,1114.12,56.24,87.82,101.87,2,57.57,95.68
2023-09-04,Mumbai,Dubai,Iron Ore,1872.9,1119.82,56.07,87.74,90.59,3,72.97,99.06
2023-09-05,Singapore,Rotterdam,Coal,1566.84,1117.16,55.81,87.45,96.79,0,25.37,98.71
2023-09-06,Mumbai,Rotterdam,Coal,1566.52,1097.78,55.76,87.5,88.9,1,59.52,96.41
2023-09-07,Mumbai,Rotterdam,Steel,1758.72,1085.33,55.55,87.52,94.38,0,32.1,98.64
2023-09-08,Mumbai,Rotterdam,Coal,1747.17,1080.47,55.4,87.62,95.41,0,41.07,98.98
2023-09-09,Shanghai,Los Angeles,Coal,1894.78,1079.71,55.52,87.61,91.75,0,38.37,96.39
2023-09-10,Shanghai,Los Angeles,Iron Ore,2378.5,1076.16,55.57,88.25,78.87,0,55.49,99.96
2023-09-11,Singapore,Rotterdam,Coal,1679.84,1082.95,55.52,87.9,90.67,0,20.35,96.19
